root_comment_id,root_emotion,total_replies,same_emotion_count,propagation_rate,reply_emotion_distribution
Ugydwo3G0WtmbJvoB5l4AaABAg,anger,1,0,0.0,{'disgust': 1}
Ugzf4IKzsa-xVFq8Y2t4AaABAg,anger,3,1,0.3333333333333333,"{'neutral': 1, 'surprise': 1, 'anger': 1}"
UgwEjZhA50mdl2eXv6x4AaABAg,joy,1,0,0.0,{'neutral': 1}
UgwEcxtWwappcv6IXIV4AaABAg,disgust,1,0,0.0,{'joy': 1}
UgxnlEMMSGFFpqVv0hZ4AaABAg,anger,2,1,0.5,"{'anger': 1, 'surprise': 1}"
UgzjEP9n7Vx6lWoiBWt4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugx8MHDe8r72GZl57L94AaABAg,anger,1,1,1.0,{'anger': 1}
Ugx0g0Lr-N_F1cvnwZd4AaABAg,neutral,4,3,0.75,"{'neutral': 3, 'joy': 1}"
Ugx3ZZMK7WNW7f9d6XN4AaABAg,neutral,4,4,1.0,{'neutral': 4}
UgzqHQUvlYoMtuhLZPB4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgxhNXPqULdNHjs699d4AaABAg,neutral,1,0,0.0,{'fear': 1}
UgxzLUOKSGDPnkSZGt94AaABAg,neutral,4,0,0.0,"{'joy': 3, 'sadness': 1}"
UgzHYVPJn4y8yLjzJhF4AaABAg,sadness,1,0,0.0,{'disgust': 1}
UgwBpf22OIobLCuX2iB4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgwukNJchAfNCq4jsVd4AaABAg,disgust,1,1,1.0,{'disgust': 1}
UgyDUMNG2Mv08fa_moJ4AaABAg,joy,2,0,0.0,"{'fear': 1, 'surprise': 1}"
Ugz-ld4NvoyQM-tHHzt4AaABAg,joy,25,3,0.12,"{'neutral': 10, 'fear': 4, 'joy': 3, 'surprise': 3, 'disgust': 1, 'anger': 4}"
UgwaG24WEz6VfVN77zN4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzsrlLjd9MIlXaK5yR4AaABAg,fear,2,0,0.0,"{'neutral': 1, 'surprise': 1}"
UgyLogzW0Y4NCAjaM7N4AaABAg,anger,1,0,0.0,{'disgust': 1}
UgynI2Hu0Jq3Ww5ulrx4AaABAg,sadness,1,0,0.0,{'neutral': 1}
UgwF55io9MpyBRTTalx4AaABAg,surprise,1,0,0.0,{'joy': 1}
UgxEA3XPJUs6sZPIO8B4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgyFYe0a_nvswxljc7F4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgwazayitF5zDfv6tTp4AaABAg,joy,13,2,0.15384615384615385,"{'neutral': 6, 'joy': 2, 'surprise': 1, 'disgust': 3, 'anger': 1}"
Ugzj4S2V8qKnt940OC14AaABAg,fear,10,0,0.0,"{'disgust': 2, 'neutral': 8}"
Ugz-5w6KDt4gXFPBjEZ4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugw0ePzHBEX4-WM1RA94AaABAg,sadness,1,0,0.0,{'neutral': 1}
Ugxy4c7LemNTdjZNUSx4AaABAg,joy,9,1,0.1111111111111111,"{'anger': 5, 'neutral': 2, 'disgust': 1, 'joy': 1}"
UgxVYjkR4kFh6e4FuqN4AaABAg,disgust,2,0,0.0,"{'neutral': 1, 'anger': 1}"
UgwnwCSvNI5iYWKGRm94AaABAg,anger,1,1,1.0,{'anger': 1}
UgzyS3FDpsw33oiaJTZ4AaABAg,disgust,1,0,0.0,{'anger': 1}
UgzTFMacie3tr4Zd90V4AaABAg,disgust,1,0,0.0,{'fear': 1}
UgyNNqy4yaUWyoC65E54AaABAg,neutral,1,0,0.0,{'anger': 1}
UgzR8PyCsj6_qqKhCPR4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwdekK24oJMvOmtNkJ4AaABAg,joy,203,12,0.059113300492610835,"{'neutral': 96, 'disgust': 27, 'anger': 27, 'joy': 12, 'sadness': 11, 'fear': 20, 'surprise': 10}"
UgwJvlyOiRASfsnYh9d4AaABAg,disgust,1,0,0.0,{'anger': 1}
UgzZ9uwMr6ztCxZh5xR4AaABAg,sadness,1,0,0.0,{'fear': 1}
UgxUxubf2daWRkQ7-nZ4AaABAg,disgust,1,0,0.0,{'anger': 1}
UgxHqzOMLg3iYbFzXgd4AaABAg,sadness,9,2,0.2222222222222222,"{'sadness': 2, 'neutral': 4, 'disgust': 1, 'anger': 1, 'fear': 1}"
UgwuI4UaaKrziHZ1m3Z4AaABAg,surprise,1,0,0.0,{'disgust': 1}
Ugy4uVojSNFJ0r0Zjkp4AaABAg,joy,3,0,0.0,{'neutral': 3}
Ugze5zVw4EzmJHuISwd4AaABAg,anger,1,0,0.0,{'fear': 1}
Ugza_hGLt_YBgnouwNN4AaABAg,neutral,3,1,0.3333333333333333,"{'surprise': 1, 'neutral': 1, 'disgust': 1}"
Ugz-TQkKdOs_9uTz6hp4AaABAg,disgust,2,0,0.0,"{'anger': 1, 'joy': 1}"
UgyaqY6vqZLw_vVsoKN4AaABAg,anger,1,0,0.0,{'disgust': 1}
Ugx8i7jH_Fe0_nVtdIp4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgyTdHkV9OHDltcGz9B4AaABAg,disgust,1,0,0.0,{'anger': 1}
Ugx4hlhT83X2EaGJ2_N4AaABAg,anger,2,0,0.0,{'neutral': 2}
UgxD9rIMzS2h_gYXYKV4AaABAg,joy,2,0,0.0,{'neutral': 2}
UgyG7JVwoY22D9LhWBd4AaABAg,disgust,1,0,0.0,{'neutral': 1}
Ugw-BCmThigs4H2B8D94AaABAg,joy,2,0,0.0,{'neutral': 2}
Ugwr6WoFCkhLPBDdJAt4AaABAg,neutral,1,0,0.0,{'surprise': 1}
UgxjK2y5h3XUs_ivFQN4AaABAg,neutral,2,1,0.5,"{'surprise': 1, 'neutral': 1}"
UgzGrfDaFyhCWjpXMxJ4AaABAg,joy,1,0,0.0,{'neutral': 1}
UgxILIe90LSKg5y9M954AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwncvaS3cIcw7IGSUF4AaABAg,anger,1,0,0.0,{'joy': 1}
UgzaDYOMt3ZO5tPx8UV4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwPG2hePRQyOjF23lB4AaABAg,surprise,2,0,0.0,{'neutral': 2}
UgzR40qHwJ8bREq3rD94AaABAg,anger,2,1,0.5,"{'sadness': 1, 'anger': 1}"
Ugxn4r38U4lRj7ffKGN4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgyXwwgV4wph1EiiEQJ4AaABAg,joy,1,0,0.0,{'neutral': 1}
Ugw9MRL-FRDRZYP4Wv54AaABAg,anger,1,0,0.0,{'joy': 1}
UgxdDszlHc1w6ewq8ZB4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgwjmguF9Dr5StPgBrZ4AaABAg,neutral,1,0,0.0,{'disgust': 1}
Ugx-AGF_b6q0YcNqBK14AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgzKiidyoztJ3fdEhYd4AaABAg,joy,4,0,0.0,"{'neutral': 3, 'fear': 1}"
UgzcLBpj25kEwKBIaB94AaABAg,anger,1,0,0.0,{'neutral': 1}
UgzawLQPzkuAemPNM_t4AaABAg,disgust,2,1,0.5,"{'disgust': 1, 'anger': 1}"
Ugz4CRay6dQkbVqpW6t4AaABAg,neutral,1,0,0.0,{'joy': 1}
UgxVcZe3Lm4fRdxdIgR4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgwX8po_FO3UoxAJK8F4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzwqbZwRWjln6wBYRB4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugz3ORtbWtxey2JB_oB4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugy_F7bDTH6GOGpjgdZ4AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgyihyrwzNK71XagIER4AaABAg,fear,1,0,0.0,{'anger': 1}
UgxbEJjeKYaBaKUk2454AaABAg,disgust,1,0,0.0,{'fear': 1}
UgwFRO08wtf2uZ58bO14AaABAg,neutral,1,0,0.0,{'disgust': 1}
Ugwc-F6ByJ5JSG12Rch4AaABAg,disgust,1,0,0.0,{'anger': 1}
Ugweal0qirKS8wvsvTF4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwIyF-4QsICM0f2s6N4AaABAg,neutral,6,4,0.6666666666666666,"{'neutral': 4, 'sadness': 1, 'disgust': 1}"
UgyA5OWPMMJsdF5Mqm94AaABAg,fear,1,0,0.0,{'neutral': 1}
Ugz8FNYTVqwbF62ppet4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugzr3RsFC5TSVHdtka94AaABAg,neutral,2,1,0.5,"{'neutral': 1, 'surprise': 1}"
Ugy1_rUa_4xuxt8FVNR4AaABAg,fear,12,2,0.16666666666666666,"{'joy': 1, 'neutral': 4, 'anger': 2, 'surprise': 3, 'fear': 2}"
UgzHgYHXuYNhfOSKr3h4AaABAg,surprise,1,0,0.0,{'neutral': 1}
Ugz2TYUNAvma_X6R2Uh4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'fear': 1}"
Ugww-87uWT3e6YG54oJ4AaABAg,surprise,6,2,0.3333333333333333,"{'surprise': 2, 'disgust': 1, 'neutral': 3}"
UgyX55xGgrYwvZ5X5xV4AaABAg,joy,1,0,0.0,{'neutral': 1}
Ugz35-wUrOAFlunsxx14AaABAg,fear,10,1,0.1,"{'anger': 2, 'neutral': 3, 'fear': 1, 'joy': 2, 'surprise': 1, 'disgust': 1}"
UgyhMVLfxKucB_PpUSR4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwPKPPosXVnbFd2frJ4AaABAg,fear,1,0,0.0,{'disgust': 1}
UgyhQghjgcAU0dOe3gR4AaABAg,joy,4,0,0.0,"{'fear': 1, 'neutral': 3}"
UgwObrAMo5Jn_8ShDZR4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgyTeHRU7u-zRKydeVd4AaABAg,fear,1,0,0.0,{'neutral': 1}
Ugwrxkx-0JD6WqCAR554AaABAg,surprise,6,2,0.3333333333333333,"{'anger': 1, 'disgust': 1, 'neutral': 2, 'surprise': 2}"
Ugxnx-JFhGWLsClfc0J4AaABAg,joy,12,0,0.0,"{'surprise': 2, 'neutral': 5, 'disgust': 2, 'anger': 2, 'fear': 1}"
UgxtcYKiF3830IBpukx4AaABAg,fear,1,0,0.0,{'disgust': 1}
UgwGSxNQeN8LVYhutjp4AaABAg,neutral,3,1,0.3333333333333333,"{'neutral': 1, 'surprise': 1, 'anger': 1}"
UgzJwSIZ8ZBM45EprDR4AaABAg,joy,1,0,0.0,{'neutral': 1}
Ugw87Syk84WXKflbyS94AaABAg,anger,1,0,0.0,{'surprise': 1}
UgwzN_twjqARyoQ7Ail4AaABAg,disgust,1,0,0.0,{'neutral': 1}
Ugz7XcdEgS2DgIFXkzx4AaABAg,joy,1,1,1.0,{'joy': 1}
UgxGIejJB-YH_fBl4ip4AaABAg,joy,4,0,0.0,"{'anger': 2, 'neutral': 2}"
UgzAiDBJwT7oHfowJj54AaABAg,fear,1,0,0.0,{'anger': 1}
UgwLkvDDZfekxIkx-fV4AaABAg,neutral,1,0,0.0,{'joy': 1}
UgwktePuYgqUJ2cPf7N4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'joy': 1}"
UgwCDKYS7nq4fg33AuF4AaABAg,neutral,5,4,0.8,"{'neutral': 4, 'disgust': 1}"
UgwZX3VdkFukt34Y6Th4AaABAg,joy,4,0,0.0,"{'neutral': 3, 'disgust': 1}"
UgyOnV1WaXcxPPLI1K14AaABAg,neutral,4,1,0.25,"{'disgust': 1, 'neutral': 1, 'anger': 2}"
UgxIebHfU8GpaEKg5_t4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgxXEJ7troCk2G_c_TB4AaABAg,neutral,2,0,0.0,"{'joy': 1, 'fear': 1}"
UgygSkAQwLTTFl28azh4AaABAg,neutral,3,0,0.0,"{'fear': 1, 'disgust': 2}"
UgwinWsdjh5452RMzkp4AaABAg,anger,21,8,0.38095238095238093,"{'neutral': 10, 'disgust': 1, 'anger': 8, 'sadness': 1, 'fear': 1}"
UgxZo4dNsKv5GVzzKjJ4AaABAg,sadness,3,1,0.3333333333333333,"{'sadness': 1, 'disgust': 1, 'neutral': 1}"
UgxdTzU21TqVhH17gnB4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwbdhMoTqYfCTphx9F4AaABAg,joy,2,0,0.0,"{'surprise': 1, 'neutral': 1}"
UgwlXyB77JDkJihpLbt4AaABAg,neutral,9,3,0.3333333333333333,"{'fear': 3, 'neutral': 3, 'sadness': 1, 'joy': 1, 'surprise': 1}"
Ugy57BB0Y_inrLnRhKl4AaABAg,neutral,7,4,0.5714285714285714,"{'neutral': 4, 'sadness': 1, 'anger': 2}"
Ugwh6mAcXW8PWa69rZd4AaABAg,neutral,1,0,0.0,{'joy': 1}
UgxMoMqpwQ-HKaL9uFN4AaABAg,anger,1,1,1.0,{'anger': 1}
UgzADbDFIRvD5iX-9lF4AaABAg,anger,3,0,0.0,"{'fear': 1, 'disgust': 2}"
UgzlLwtVkKr6K82eEWN4AaABAg,joy,1,0,0.0,{'neutral': 1}
UgxWy5Cv2aBuEZFMcX54AaABAg,joy,1,0,0.0,{'sadness': 1}
Ugx7W0gfNx_ya50vzyN4AaABAg,surprise,1,0,0.0,{'fear': 1}
UgxNT1tkbVtdAckm5Cx4AaABAg,neutral,13,3,0.23076923076923078,"{'anger': 3, 'neutral': 3, 'disgust': 2, 'surprise': 3, 'sadness': 1, 'fear': 1}"
Ugx_t1dMr3fDpzjbckN4AaABAg,joy,1,0,0.0,{'neutral': 1}
UgyIx82u7aouGKWy-cJ4AaABAg,disgust,2,0,0.0,{'neutral': 2}
UgxngIgKgCxLgc5wv2N4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgxTiI54YHnoxHV9Wf94AaABAg,neutral,7,5,0.7142857142857143,"{'neutral': 5, 'fear': 1, 'surprise': 1}"
Ugz1lk1Je417QQ1j7MB4AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgyjqlmImqPlEqXA3Gh4AaABAg,joy,2,0,0.0,"{'fear': 1, 'neutral': 1}"
Ugzjq9RDewXuhFqHn_54AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgyDSZ023CnGpVW6k_94AaABAg,disgust,12,2,0.16666666666666666,"{'disgust': 2, 'fear': 2, 'neutral': 6, 'surprise': 1, 'joy': 1}"
UgwJaKAGVsEwnH4ngSZ4AaABAg,joy,3,1,0.3333333333333333,"{'anger': 1, 'disgust': 1, 'joy': 1}"
UgwJIf77PHfIswTBxLh4AaABAg,neutral,1,0,0.0,{'disgust': 1}
Ugx0q4j69qvRrWvH40J4AaABAg,surprise,2,0,0.0,"{'disgust': 1, 'joy': 1}"
UgzTyk8yc9d8tWv8vS54AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgyBombRzJdPB5hK_t14AaABAg,fear,4,1,0.25,"{'neutral': 2, 'fear': 1, 'anger': 1}"
UgykFuQq0tpb6Lm0q7B4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwKn2nYd1ov6y0rP-R4AaABAg,joy,1,0,0.0,{'disgust': 1}
UgyAb7e-VTXeplQFU414AaABAg,disgust,2,0,0.0,"{'neutral': 1, 'fear': 1}"
Ugy4lMWmxIZHQCri9YF4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgyCP9Xztk5VguQS4aJ4AaABAg,joy,12,0,0.0,"{'disgust': 2, 'neutral': 4, 'fear': 2, 'sadness': 2, 'anger': 2}"
UgxRHuV51Bkm_lZ9LvB4AaABAg,neutral,22,9,0.4090909090909091,"{'disgust': 4, 'neutral': 9, 'anger': 3, 'joy': 5, 'sadness': 1}"
UgybA5Wabs0lJW-3QkR4AaABAg,disgust,4,0,0.0,"{'neutral': 3, 'joy': 1}"
Ugy6in8PBcMhdC-u41l4AaABAg,joy,23,2,0.08695652173913043,"{'joy': 2, 'fear': 1, 'anger': 5, 'disgust': 2, 'neutral': 9, 'surprise': 2, 'sadness': 2}"
UgxUZ-VEeoJGmUg0GdF4AaABAg,neutral,13,5,0.38461538461538464,"{'fear': 2, 'neutral': 5, 'disgust': 3, 'surprise': 1, 'anger': 1, 'sadness': 1}"
Ugzk3HnJoZsvVG4tfRF4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzCIlN0EBZPNVA9F094AaABAg,neutral,1,0,0.0,{'fear': 1}
UgwAPBBnQ90GMKjeNCp4AaABAg,joy,4,1,0.25,"{'neutral': 2, 'disgust': 1, 'joy': 1}"
UgzRdMCvy8pWoJIE70V4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugyw63-R8z4sy1Buqlt4AaABAg,neutral,2,1,0.5,"{'neutral': 1, 'surprise': 1}"
UgyAgqgL7ec7IHwY-0t4AaABAg,anger,2,0,0.0,{'neutral': 2}
UgxKnAFo-1Xxe3XaS_B4AaABAg,neutral,2,1,0.5,"{'disgust': 1, 'neutral': 1}"
UgyRbOAveUh3YF2BVAt4AaABAg,disgust,1,1,1.0,{'disgust': 1}
UgyXCpeMm2uv0x_BhP14AaABAg,neutral,1,0,0.0,{'joy': 1}
UgxLyQUzJ4Nxf-fYhq14AaABAg,fear,22,5,0.22727272727272727,"{'neutral': 7, 'disgust': 3, 'fear': 5, 'anger': 7}"
UgyyFvuqA81Q8jFktM14AaABAg,sadness,1,0,0.0,{'neutral': 1}
Ugzbh6Mt_pdK4ew0vsp4AaABAg,neutral,5,3,0.6,"{'neutral': 3, 'disgust': 2}"
UgzaiIdZD3WYsuwAoyV4AaABAg,sadness,14,0,0.0,"{'surprise': 1, 'neutral': 7, 'anger': 3, 'disgust': 3}"
UgxN5F3dUGGURD8mU9x4AaABAg,disgust,13,1,0.07692307692307693,"{'neutral': 9, 'disgust': 1, 'anger': 2, 'joy': 1}"
Ugy98eLbAVUP6jMatyB4AaABAg,neutral,8,4,0.5,"{'disgust': 2, 'neutral': 4, 'anger': 1, 'surprise': 1}"
UgyPOUNcCm76KuCSr9N4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwnzYmhDQdXRjg27wt4AaABAg,disgust,2,1,0.5,"{'disgust': 1, 'joy': 1}"
UgyDasY_MF_z3igOrXB4AaABAg,neutral,1,0,0.0,{'fear': 1}
Ugxc3LwrqeCo5LH3VIx4AaABAg,fear,1,0,0.0,{'surprise': 1}
Ugx1L8tvsPb3RJktOqh4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgzK-5htGUhrX5l2rx94AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugxmo1ENSSIJN3DuWPd4AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugw3F4doe3nMYdkms8d4AaABAg,sadness,3,0,0.0,"{'fear': 1, 'anger': 1, 'disgust': 1}"
Ugw3wBMfxuMWOZwRdh14AaABAg,fear,2,2,1.0,{'fear': 2}
UgxG3qdL4t3FOGEoFC14AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugxnn3PRl_BgW2FJb_J4AaABAg,fear,2,0,0.0,"{'disgust': 1, 'sadness': 1}"
UgyTsfLqKxi8NNfS6C94AaABAg,fear,2,0,0.0,"{'disgust': 1, 'sadness': 1}"
Ugy-ofDQlsPWLoZcDrB4AaABAg,neutral,4,3,0.75,"{'sadness': 1, 'neutral': 3}"
UgyY8lQO0zruHDVEjBN4AaABAg,disgust,1,0,0.0,{'sadness': 1}
Ugybcx2pL-YCVHMvZWl4AaABAg,surprise,1,0,0.0,{'neutral': 1}
Ugw-r7P5pjBE445SCnV4AaABAg,anger,1,0,0.0,{'disgust': 1}
UgzDtKTvx7Bwf-TpRit4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgzbgnXd75vLBozxy4d4AaABAg,neutral,1,0,0.0,{'joy': 1}
UgyyTez_ysi5uE2-MEB4AaABAg,anger,2,0,0.0,"{'neutral': 1, 'surprise': 1}"
UgwtBQFZJdBc7YNJhuR4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgxrsyGu7rJX5q9957V4AaABAg,disgust,2,1,0.5,"{'disgust': 1, 'anger': 1}"
UgwR9TAmFAiuSEv3OQ54AaABAg,neutral,1,0,0.0,{'disgust': 1}
Ugw4ht2u8gliXXBRIY54AaABAg,disgust,2,1,0.5,"{'disgust': 1, 'neutral': 1}"
Ugw0P8INhmRvxX6Mpah4AaABAg,neutral,1,0,0.0,{'anger': 1}
Ugz6QXTPJawBJ0B_0cJ4AaABAg,disgust,1,1,1.0,{'disgust': 1}
UgwiqrNGUlapnMpbF4p4AaABAg,fear,1,0,0.0,{'disgust': 1}
UgxpeCrfDQJ6aWp-b1Z4AaABAg,sadness,1,0,0.0,{'neutral': 1}
Ugw4kcqPN3uzd5ELYyJ4AaABAg,anger,1,0,0.0,{'neutral': 1}
UgyGCFYgZmbSV8CzosB4AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgxGU9dZGzrlVoqobXB4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgyKDmDMm38tU5WfNKl4AaABAg,neutral,1,0,0.0,{'surprise': 1}
UgzpBosG3tbSDi9Kf2p4AaABAg,surprise,1,0,0.0,{'neutral': 1}
UgwEvvQrXG2pHTp75Sp4AaABAg,fear,1,0,0.0,{'disgust': 1}
UgzNXWx7Amzlt70pZWN4AaABAg,disgust,1,1,1.0,{'disgust': 1}
Ugz1UixEBrCwvtFSHfN4AaABAg,sadness,2,1,0.5,"{'sadness': 1, 'surprise': 1}"
Ugx9n1NQLXoctfd1ewJ4AaABAg,neutral,2,2,1.0,{'neutral': 2}
UgzENjhJToeL2LCXmwt4AaABAg,neutral,1,0,0.0,{'disgust': 1}
UgymwonidUnUGBOn8ZV4AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgyybLyPQUFk1KMUgkJ4AaABAg,neutral,1,0,0.0,{'anger': 1}
UgxzNXPlP7H5OjXtERZ4AaABAg,surprise,3,0,0.0,"{'neutral': 2, 'sadness': 1}"
Ugx0MaNmTlVaL0oaRQR4AaABAg,disgust,3,1,0.3333333333333333,"{'neutral': 2, 'disgust': 1}"
Ugx4d_Qh933QWlMO6iV4AaABAg,fear,27,0,0.0,"{'neutral': 15, 'anger': 2, 'disgust': 5, 'surprise': 4, 'sadness': 1}"
UgwGFJlaU0DMGplc9n54AaABAg,neutral,2,2,1.0,{'neutral': 2}
Ugx73d0fAiq_YFqDbrN4AaABAg,anger,1,0,0.0,{'neutral': 1}
Ugztm5g9poh2cqIpVKx4AaABAg,disgust,1,0,0.0,{'surprise': 1}
UgxwUVDAFFNR6m64UdF4AaABAg,disgust,2,0,0.0,"{'surprise': 1, 'sadness': 1}"
Ugxec_5WP79F9_FuBgx4AaABAg,surprise,7,1,0.14285714285714285,"{'neutral': 2, 'sadness': 1, 'anger': 2, 'disgust': 1, 'surprise': 1}"
Ugwm3D8IA2VD3RCO1dt4AaABAg,fear,1,0,0.0,{'disgust': 1}
UgwbAGN7mrQoD2HcLR54AaABAg,neutral,1,0,0.0,{'surprise': 1}
Ugz9VqtUvJV9jnGJH5J4AaABAg,disgust,1,0,0.0,{'neutral': 1}
UgzjxbQidrIRpYoW02B4AaABAg,disgust,1,1,1.0,{'disgust': 1}
Ugxy0TjGibfSHOFMrf14AaABAg,surprise,1,0,0.0,{'anger': 1}
UgwwI9n8ipdNHlx8ca54AaABAg,anger,1,1,1.0,{'anger': 1}
Ugzhyx-fdncrel3hSUt4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzK-qCAGiOBHN-Bgmh4AaABAg,fear,1,0,0.0,{'anger': 1}
UgzNdurtTZfnYTxZUZZ4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgzQvyYuFdksor3gSzF4AaABAg,anger,1,0,0.0,{'disgust': 1}
UgyhWpXKeG3u3zZj36J4AaABAg,disgust,5,1,0.2,"{'disgust': 1, 'fear': 1, 'surprise': 1, 'neutral': 2}"
Ugz8V84alo_-aZRiTJJ4AaABAg,surprise,1,0,0.0,{'anger': 1}
UgzfpZVUuPaw4kkYa1h4AaABAg,anger,2,0,0.0,"{'disgust': 1, 'neutral': 1}"
UgyroGiIQ72QbeTy-nF4AaABAg,anger,1,0,0.0,{'sadness': 1}
UgzchrIM8eY7a9QZf294AaABAg,neutral,1,1,1.0,{'neutral': 1}
Ugxn0klXRC8WZvo-rJF4AaABAg,fear,1,1,1.0,{'fear': 1}
UgzUNfpgD8KWGx-9Ru54AaABAg,anger,1,1,1.0,{'anger': 1}
UgwqGJN4Y4_e0tWVVGZ4AaABAg,neutral,10,4,0.4,"{'disgust': 3, 'surprise': 2, 'neutral': 4, 'anger': 1}"
UgzKkxn_hlGBwGAaSlR4AaABAg,disgust,1,1,1.0,{'disgust': 1}
UgxkCfsUmO26lS4QLPh4AaABAg,neutral,9,6,0.6666666666666666,"{'disgust': 1, 'neutral': 6, 'fear': 1, 'anger': 1}"
Ugw0OOURbuIn4Y6Hiex4AaABAg,neutral,1,1,1.0,{'neutral': 1}
UgwWe21cvCYYIoSOFZ54AaABAg,neutral,1,0,0.0,{'disgust': 1}
UgwRQxloR2DyP9ISEDR4AaABAg,neutral,9,2,0.2222222222222222,"{'surprise': 2, 'fear': 3, 'disgust': 1, 'neutral': 2, 'anger': 1}"
Ugw-TO1hsPYQ0wGIbEJ4AaABAg,disgust,1,0,0.0,{'surprise': 1}
UgxYnU3r3fqJZp567mN4AaABAg,neutral,7,5,0.7142857142857143,"{'neutral': 5, 'fear': 1, 'anger': 1}"
UgyELDIwbNHtTaw9kEN4AaABAg,neutral,6,3,0.5,"{'neutral': 3, 'surprise': 1, 'anger': 2}"
Ugyv0vA3IHlyj6kcMcp4AaABAg,disgust,8,3,0.375,"{'neutral': 3, 'surprise': 1, 'sadness': 1, 'disgust': 3}"
UgyzuGIY-H-RsIb6XTt4AaABAg,fear,2,0,0.0,"{'anger': 1, 'disgust': 1}"
UgziKXJgmsBlACVNgYd4AaABAg,fear,1,0,0.0,{'neutral': 1}
UgzbKmTXB0UIskAf3QV4AaABAg,anger,2,0,0.0,{'neutral': 2}
UgwMDzjLcja1gj5KbjB4AaABAg,sadness,2,0,0.0,"{'neutral': 1, 'anger': 1}"
UgzFE1_nDSypxJ_mLy94AaABAg,surprise,2,2,1.0,{'surprise': 2}
UgzGghaoKNleLJ257r54AaABAg,disgust,1,0,0.0,{'surprise': 1}
UgwvQkKKsDRV44RvUN94AaABAg,fear,1,0,0.0,{'neutral': 1}
UgwkHdI28nfskTqO0sx4AaABAg,neutral,2,1,0.5,"{'surprise': 1, 'neutral': 1}"
UgycN9_OCXL3nCtimFR4AaABAg,fear,2,1,0.5,"{'neutral': 1, 'fear': 1}"
Ugz5VzgMFDzi3TpuveR4AaABAg,disgust,10,1,0.1,"{'disgust': 1, 'surprise': 2, 'neutral': 6, 'joy': 1}"
UgzSYILbyLUYL1xsodB4AaABAg,anger,1,1,1.0,{'anger': 1}
Ugz5houDrpIF67GuSl14AaABAg,anger,1,0,0.0,{'neutral': 1}
UgzEdaaoHik41S7Ggxt4AaABAg,disgust,19,4,0.21052631578947367,"{'surprise': 3, 'neutral': 8, 'disgust': 4, 'fear': 2, 'anger': 2}"
Ugy6AgS4TFGa57u93Hl4AaABAg,disgust,1,1,1.0,{'disgust': 1}
UgxnxjcIOYf6gnIx-ed4AaABAg,neutral,28,9,0.32142857142857145,"{'sadness': 2, 'anger': 7, 'neutral': 9, 'disgust': 5, 'surprise': 4, 'fear': 1}"
Ugz7wl8EoqYoREO3FDt4AaABAg,anger,2,0,0.0,"{'sadness': 1, 'neutral': 1}"
UgxALWWmApeIfvvyxjN4AaABAg,fear,2,1,0.5,"{'surprise': 1, 'fear': 1}"
